date,avg_temp,total_rainfall,ano
2018-10-07,28.675714285714285,0.02,2018
2018-10-14,28.698571428571427,0.05,2018
2018-10-21,30.752857142857145,5.76,2018
2018-10-28,29.944285714285712,1.4200000000000002,2018
2018-11-04,30.395714285714288,0.44,2018
2018-11-11,30.10571428571429,1.33,2018
2018-11-18,30.11285714285714,0.62,2018
2018-11-25,28.95,0.51,2018
2018-12-02,27.127142857142854,25.060000000000002,2018
2018-12-09,25.837142857142858,57.03,2018
2018-12-16,25.698571428571427,4.26,2018
2018-12-23,26.587142857142855,1.25,2018
2018-12-30,28.55857142857143,0.35,2018
2019-01-06,29.657142857142855,0.26,2019
2019-01-13,28.324285714285715,0.32,2019
2019-01-20,29.54,1.71,2019
2019-01-27,29.897142857142857,0.61,2019
2019-02-03,29.075714285714287,7.14,2019
2019-02-10,29.502857142857145,7.12,2019
2019-02-17,28.648571428571426,14.27,2019
2019-02-24,27.624285714285715,25.05,2019
2019-03-03,27.452857142857145,8.43,2019
2019-03-10,28.422857142857143,11.69,2019
2019-03-17,29.87142857142857,3.88,2019
2019-03-24,28.509999999999998,26.99,2019
2019-03-31,26.714285714285715,7.93,2019
2019-04-07,27.110000000000003,22.59,2019
2019-04-14,27.958571428571428,9.35,2019
2019-04-21,28.275714285714287,2.71,2019
2019-04-28,28.184285714285714,0.33999999999999997,2019
2019-05-05,28.715714285714284,3.58,2019
2019-05-12,27.282857142857143,0.65,2019
2019-05-19,27.91714285714286,7.45,2019
2019-05-26,28.035714285714285,0.32000000000000006,2019
2019-06-02,27.50142857142857,0.0,2019
2019-06-09,25.64428571428571,5.890000000000001,2019
2019-06-16,24.607142857142858,3.88,2019
2019-06-23,24.717142857142857,3.93,2019
2019-06-30,24.737142857142857,0.8200000000000001,2019
2019-07-07,26.898571428571426,0.37,2019
2019-07-14,24.125714285714285,4.66,2019
2019-07-21,23.627142857142854,1.28,2019
2019-07-28,23.919999999999998,1.25,2019
2019-08-04,24.54,0.76,2019
2019-08-11,23.982857142857142,4.13,2019
